id,description_clean,score_final,label_predit,rules_details,nb_emojis,nb_alert_emojis,label_humain,notes
341,"Description L'agence immobilière Century 21 Patrimoine vous propose à la vente un appartement S 4 transformer en S 3 situé à Cité Ennaser 1 Le bien se compose de : Un salon avec balcon Trois chambres à coucher avec dressing Une salle de bain -Une salle d'eau Une cuisine équipée (plaque, hotte et four) avec séchoir -Climatisation en splits et chauffage central Pour plus d'informations, veuillez nous contacter au: 20.559.977 20.559.933",0.059,positif,aucun,0,0,positif,
1919,"l'agence darek immob propose un super immeuble bureautique et commercial situé au lac 3 kram, il présente les caractéristiques suivantes: surface terrain 2000 m² surface bâti :2500 m² avec possibilité d'extension un ou deux étages locaux commerciaux dépôt bureau climatisation toilettes faux plafonds double vitrage prix:4.8 millions de dinars pour plus d'information veuillez contacter le 51603900/99603906/51614130",0.234,neutre_positif,contacts_multiples,0,0,neutre_positif,
2251,agence immobilière sabrina loue des studios des appartements des villas vide ou meublé pour courte ou longue durée 7jours/7j le prix selon la période de location et la maison. contactez agence sabrina sur ce n 22 521 031,0.077,positif,aucun,0,0,positif,
74,"DescriptionÀ vendre chez GreenImmobilierune demeure bien située à Hammamet côté sudElle s'étend sur un terrain de 400 m² avec une superficie habitable de 320 m².elle offre:-un salon salle a manger-une cuisine bien aménagée-une suite composée, une chambre, une salle de bain, dressing-trois chambres à coucher-un jardin-Terrasse-piscine-place de parkingLa villa est équipée par un chauffage centralWhatsApp: 21698100513Prix demandé : 830.000 MDTvotre satisfaction est notre priorité",0.239,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
193,"Description Frais d'enregistrement 1 (Directe Promoteur) Cette nouvelle résidence , entouré de verdure ainsi une grande piscine . Cet Appartement situé dans une résidence prés de la mer bénéficie d'un luminosité naturelle Une finition soignée, des matériaux nobles et une architecture moderne. Adresse prestigieuse à KANTAOUI Résidence, gardée et sécurisée. Ascenseur Idéal pour investissement grâce à sa rentabilité locatif Superficie : 67 m². Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614 Whatsapp / Botim. Nos Adresses : Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: 21673275544. Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390.",0.559,neutre_negatif,multiple_whatsapp|promesse_rentabilite|emojis_excessifs|absence_prix_bien_cher|contacts_multiples,16,0,neutre_negatif,
3777,"offre exclusif pour étranger. propriétaire offre pour un étranger une location à l'année d'un appartement s2 bien et luxueusement meublé . situé au 1er étage à la résidence riadh ennasr2, très proche du magasin général gouvernorat d'ariana, sécurisée gardée jours et nuits avec double ascenseurs. appartement de haut standing, état neuf bien lumineux et ensoleillé . se compose de : une entrée, une cuisine indépendante bien équipée ( réfrigérateur micro-ondes fourmachine à laver séchoir. 2 chambres de nuits dont une chambre avec un balcon. un salon une salle de bains. un grand terrasse avec des bacs de plantes très jolies. 2 places de parking au sous-sol. equipé de chauffage central 3 climatiseurs une connexion internet par wifi illimitée télé lcd avec récepteur numérique. prix du loyer à l'année 1600 dt /mois avec 2mois de caution . gsm propriétaire 216 55690000",0.558,neutre_negatif,ciblage_etranger,0,0,negatif,
110,"Description Frais d'enregistrement 1 (Directe Promoteur) Situé dans une prestigieuse adresse à sahloul 4 Appartement bénéficie d'un luminosité naturelle Double Ascenseur Résidence, gardée et sécurisée. Place de Parking : 20 000 dt Idéal pour investissement grâce à sa rentabilité locatif Superficie : 150 m². Appelez nous pour le visiter gratuitement.Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615Whatsapp / Botim.Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614Whatsapp / Botim. Nos Adresses : Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: 21673275544. Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390.",0.539,neutre_negatif,multiple_whatsapp|promesse_rentabilite|emojis_excessifs|contacts_multiples,15,0,neutre_negatif,
4144,joli s2 pres de tout commodité et spacieux 2 min de station denden kitchenette 2 chambres et salon prix est 700 dinars pour plus d'info appelles 95338554,0.011,positif,aucun,0,0,positif,
80,"Descriptionoffre exclusif pour étranger.propriétaire offre pour un étranger une location à l'année d'un appartement s2 bien et luxueusement meublé .situé au 1er étage à la résidence riadh ennasr2, très proche du magasin général gouvernorat d'ariana, sécurisée gardée jours et nuits avec double ascenseurs.appartement de haut standing, état neuf bien lumineux et ensoleillé .se compose de :une entrée,une cuisine indépendante bien équipée ( réfrigérateur micro-ondes fourmachine à laverséchoir.2 chambres de nuits dont une chambre avec un balcon.un salonune salle de bains.un grand terrasse avec des bacs de plantes très jolies.2 places de parkingau sous-sol.equipé de chauffage central 3 climatiseurs une connexion internet par wifi illimitée télé lcd avec récepteur numérique.prix du loyer à l'année 1600 dt /mois avec 2mois de caution .gsm propriétaire 216 55690000",0.561,neutre_negatif,ciblage_etranger,0,0,negatif,
211,"Description Appartement (S 2) vue de Piscine situé dans une résidence pied dans l'eau à Chatt Mariem Place de parking au sous sol Attestation de propriété individuel Appartement bénéficie d'un luminosité naturelle Orientation EST Accès sécurisé dans la résidence avec code et avec caméra de surveillance Ascenseur Une plage privée, des piscines extérieures à l'eau de mer ,des restaurants, des salon de Thé , piscine couverte, salon de coiffure et esthétique ,une salle de jeu, supérette et une aire de jeux pour les enfants pour plus de confort Superficie 95 m². Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614 Whatsapp / Botim. Nos Adresses : Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: 21673275544. Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390.",0.544,neutre_negatif,multiple_whatsapp|emojis_excessifs|absence_prix_bien_cher|contacts_multiples,16,0,neutre_negatif,
1728,"Implantée sur un terrain de superficie totale égale à 2200m² dont 600m² dont l'espace bâtie est une agréable villa avec un piscine. Elle situé à deux minutes de la mer au plein cœur de la zone touristique Hammamet Sud. L'espace bâtie se répartie comme suit : Un rée de chausser avec un large espace parking. En franchissant la partie extérieure, on trouve deux salons avec une salle à manger. Elle comporte deux cuisines équipées et une salle à manger ainsi d'une chambre de service. De plus, un studio individuel se compose d'une suite et un salon extérieur avec une cuisine.Le premier étage se compose de deux suites dont une d'eux possède une chambre dressing, deux chambres à coucher, trois salles de bains et une salle d'eau.",0.242,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
5006,"DescriptionL'agence immobilière le Boulevard vous propose : A Vendre Référence : 1319a Un terrain clôturé et viabilisé, situé dans un quartier calme, entourée par des villas à Cité Ennacim (cité Mora), Nabeul. Superficie : 309 m² Façade : 17 mètres Vocation R 2 15 minutes de la plage à pied Proche de toutes les commodités (magasin, restaurant, salle de sport, clinique, transport ) Titre Foncier individuel Prix : 370.000 TND Pour plus d'informations, contactez-nous sur : Téléphone : 29698992 55982862 22232885 WhatsApp : ( 216) 29698992 ( 216) 55982862 ( 216) 22232885 E-mail : leboulevardimmobilier gmail.com Site web : https://www.leboulevardimmo.com/bien/details/122397-terrain-309m-constructible-a-cite-mora-nabeul",0.232,neutre_positif,contacts_multiples,0,0,neutre_positif,
4555,"à vendre chez green immobilier une demeure bien située à hammamet elle s'étend sur un terrain de 220 m² avec une superficie habitable de 180 m². elle offre: - un salon salle à manger - une cuisine bien aménagée - deux suites composées : une chambre, une salle de bain, dressing - une chambre à coucher - un jardin - terrasse - piscine - place de parking la villa est équipée d'un chauffage central et climatisation pré installée prix demandé : 650.000 mdt contact : 00216 98 100 513 votre satisfaction est notre priorité",0.2,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
4013,a louer une maison au rez de chaussée . s 3 cuisine un petit jardin situé à sidi salem et prés de toutes les commodités bien située à 5 mn de la plage et à 15 mn du centre ville . tel 55977997 / 53933703 / 55058350,0.214,neutre_positif,contacts_multiples,0,0,neutre_positif,
3863,"on met à la location une magnifique villa de 800m² vide ou meublé, bien situé à menzah1 près pmf. composée de : . un spacieux salon avec une grande terrasse qui donne sur un joli jardin arborée avec grande piscine, une salle à manger et un séjour . 6 chambres à coucher avec dressings, deux salles de bain et une salle d'eau . une spacieuse cuisine équipée . une chambre de gardien . grand jardin . garage qui peut abriter deux voitures elle est équipée de chauffage central et climatisation en split. prix vide 6000 dt / mois prix meublé 8500 dt / mois pour plus d'informations et de photos veuillez visiter notre page facebook l'intégrale immo ou contactez le 70 215 880 / 52 145 909 / 21 001 320",0.226,neutre_positif,contacts_multiples,0,0,neutre_positif,
550,"Description L'agence CENTURY 21 Excellence La Marsa vous propose à la location un local commercial situé à la Marsa Ettabek, sur une artère principale à fort passage, offrant une excellente visibilité. Ce local, d'une superficie de 40 m², se compose de : Un open space Une salle d'eau Toutes activités commerciales sont envisageables, à l'exception des cafés et restaurants. Pour plus d'informations ou pour organiser une visite, contactez-nous : Tél. : 26 447 474 / 28 447 166 E-mail : excellence century21.tn",0.075,positif,aucun,0,0,positif,
3697,"l'agence immobilière relasser vous propose à louer un studio meublé situé au 4 éme étage sis à la place de barcelone au plein centre ville. il est composé d'une chambre à coucher ,un salon, une kitchenette et une douche. prix de location : 650 dinars / mois pour plus d'informations veuillez nous contacter au 216 20 015 980 216 71 351 875.",0.105,positif,aucun,0,0,positif,
2910,"particulier met en location pour étranger, un appartement s 4 meublé haut standing, spacieux neuf. dans une résidence , au cité les palmeraies l'aouina , à proximité du lac 2, se compose : - une salon spacieuse - 4 chambres de nuit dont 1 suite parentale avec sdb . - une cuisine bien équipée séchoir - une 2ème salle de bain avec salle d'eau. - une salle d'eau séparée. - une place de parking au sous-sol , - chauffage central 4 climatiseurs 4 tv. - résidence sécurisée gardée et possède un espace vert agréable avec jardin d'enfants. prix du loyer à l'année 2000 dt/mois avec 2 mois de caution. gsm 216 55 690000",0.53,neutre_negatif,ciblage_etranger,0,0,negatif,
3580,"a vendre villa s 3 plus 3 appartements bâti sur un terrain de 400m² faisant le coin, à l'aouina dans un emplacement stratégique, le rdc contient la villa s 3 avec grand jardin et abri pour les voitures, plus un studio s 1 déjà louer, à l'étage en trouve un appartement s 1 avec terrasse plus un appartement s 2 les deux sont louer. superficie terrain : 400m² superficie bâti : 300m² merci de contacter notre agent en immobilier au 90531973.",0.245,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
3411,"à vendre propre s 2 ch style américain au centre ville d'el haouaria cap bon. notre agence ranime immo vous propose pour la vente une maison de style américain (état neuve, construire en 2022), bien placée dans un quartier calme au centre ville d'el haouaria cap bon, bien sécurisée, avec des bons voisins, et proche de toutes les commodités. cette maison est composée par rdc : (salon, chambres à coucher. salles d'eau, cuisine). étage : ( 2 chambres à coucher, salles d'eau, veranda) cette maison à une surface générale de 50 m2 et d'un seul propriétaire. cette maison est équipée par compteur d'eau électricité. le prix est de 95 000dt pour les sérieux. le dossier foncier. occasion à ne pas rater. notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : 216 23452279 whatsapp : 216 98368348 fcb : ranime immo",0.549,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
4996,"DescriptionVilla Leonardo AV1694 A vendre une belle demeure d'une architecture arabesque contemporaine, bien située à Hammamet dans un cadre calme et serein. Érigée sur deux niveaux, elle offre au rez-de-chaussée (186m2) d'un spacieux et lumineux salon salle à manger, une cuisine bien aménagée avec divers rangements et un coin repas ouvert sur une belle terrasse entourant une piscine chauffée, une suite parentale et une salle d'eau invitée. Quant à l'étage (71m2), on trouve deux belles chambres à coucher et une salle l'eau commune. La villa est équipée de chauffage central et de climatisation et elle dispose d'une terrasse couverte et d'un jardin gazonné. Prix : 1 500 000 DT Pour toutes informations nécessaires et éventuelle visite, vous pouvez nous contacter sur le 00216 50 844 610 / 22 605 844 ou par email à mouinimmobilier2016 gmail.com Agence Mouin Immobilier International Vous trouverez toutes nos offres en visitant notre site web www.mouin-immobilier.com",0.071,positif,aucun,0,0,positif,
2053,"à vendre chez green immobilier une demeure bien située à hammamet zone monchar elle s'étend sur un terrain de 635 m² avec une superficie habitable de 300 m². elle offre: -un salon salle a manger -une cuisine bien aménagée -deux suites composées, une chambre, une salle de bain, dressing -deux chambres à coucher -un jardin -terrasse -piscine -place de parking la villa est équipée par un chauffage central whatsapp: 21698100513 prix demandé : 980.000 mdt votre satisfaction est notre priorité",0.212,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
1518,"Description NEWKEY Lac 2 vous propose à la location un appartement S 3 avec jardin situé dans une résidence sécurisée, idéalement placée au cœur du Lac 2. Cet appartement se compose d'un salon lumineux ouvrant sur un jardin, d'une cuisine équipée avec un séchoir aménagé en cuisine exterieure et une chambre de service, ainsi qu'une salle d'eau pour les invités. L'espace nuit comprend une suite parentale, deux chambres à coucher et une salle de bain commune. Deux places de parking est disponible au sous-sol de la résidence",0.088,positif,aucun,0,0,positif,
2840,"l'agence immo contact met en location a ennasr 2 pour 1100 dt par mois un s plus 1 meublé ( 50m ) avec chauffage central, climatisation , salle d'eau douche (wb4436) frais de visite 20dt, commission agence 1 mois",0.552,neutre_negatif,frais_visite,0,0,neutre_negatif,
2665,"a vendre a nasser2 coquette villa se compose d'un salon, séjour, 3 chambres à coucher, 2 sdb, s.e, 2 cuisines, garage et jardin. 1050md pour visiter contactez agence immobilière el mostakbel sur le 21291414",0.257,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
5499,"Description Frais d'enregistrement 1 (Directe Promoteur) Situé dans une prestigieuse adresse à sahloul 4 Appartement bénéficie d'un luminosité naturelle Double Ascenseur Résidence, gardée et sécurisée. Place de Parking : 20 000 dt Idéal pour investissement grâce à sa rentabilité locatif Superficie : 150 m². Appelez nous pour le visiter gratuitement. Votre conseillère : ACHWEK SEDDIK: 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628615615 Whatsapp / Botim. Votre Conseiller : ALI ZAATIR : 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21628614614 Whatsapp / Botim. Nos Adresses : Agence Khezema : Rue Hassen Ben Said 4051 khezema ouest sousse. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄: 21673275544. Agence Bouhsina : Rue Omar Ibn Abdelaziz Bouhsina Sousse, 4027. 𝐈𝐍𝐅𝐎𝐋𝐈𝐍𝐄 : 21673216390.",0.539,neutre_negatif,multiple_whatsapp|promesse_rentabilite|emojis_excessifs|contacts_multiples,15,0,neutre_negatif,
619,"Description L'agence immobilière Century 21 Horizon vous propose à la vente un appartement S 3 Totalement rénové, à Menzah 9B au 4ème étage sans ascenseur et d'une superficie de 113 m², composé de : Un salon Trois chambres à coucher Une cuisine équipée Une salle d'eau Une salle de bain Pour plus d'informations, veuillez contacter 216 99 483 349 / 216 54 302 618",0.329,neutre_positif,emojis_excessifs,5,0,neutre_positif,
1912,"speranza immobilière hammamet vous propose à la vente cette villa située à hammamet sud dans un quartier calme et residentiel. l'entrée principale s'ouvre sur un jardin et une picsine. la partie jour se compose par : un salon lumineux et spacieux,une cuisine aménagée par les éléments des rangements nécessaires ,une salle d'eau commune pour les invités,et une suite prentale. au 1 er étage, la partie nuit possède trois suites parentales et une terrasse. ainsi qu'un abri de voiture .",0.201,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2646,"particulier met en location pour étranger, un appartement s 4 meublé haut standing, spacieux neuf. dans une résidence , au cité les palmeraies , à proximité du lac 2, se compose : - une salon spacieuse - 4 chambres de nuit dont 1 suite parentale avec sdb . - une cuisine bien équipée séchoir - une 2ème salle de bain avec salle d'eau. - une salle d'eau séparée. - une place de parking au sous-sol , - chauffage central 4 climatiseurs 4 tv. - résidence sécurisée gardée et possède un espace vert agréable avec jardin d'enfants. prix du loyer à l'année 2200 dt/mois avec 2 mois de caution. gsm 216 55690000",0.529,neutre_negatif,ciblage_etranger,0,0,negatif,
4321,"agence immobilière le carré 9 vous propose à la location un bureau d'une superficie de 161m² situé au 6éme étage d'un immeuble bureautique aux berges du lac 2. le bureau se compose d'un accueil d'entrée, cinq pièces, une kitchenette et une salle d'eau. il est équipé de la climatisation et du chauffage central ainsi une place de parking au sous-sol. il est proposé à 3700dt hors taxe, frais de syndic 250dt par mois. pour plus d'informations veuillez nous contacter au 28177388 ou bien 23219610.",0.035,positif,aucun,0,0,positif,
2484,"triplex s 5 avec piscine à gammarth village superficie : 400 m salon lumineux avec terrasse cuisine salle d'eau invités espace intérieur parking 2 places converti en espace de vie ou salle de courture et loisirs. à l'étage : 3 chambres à coucher avec dressings, dont une avec ba suite parentale avec dressing et salle de bain (cabine de douche) salle de bain commune 2 ème étage : suite parentale avec dressing, balcon et salle de bain (cabine de douche) climatisation centrale chauffage central jardin piscine sur le toit titre bleu papiers en règle tel: 58 825 993",0.212,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2523,"résidence de 932m2, de 3 niveaux avec un 4ème niveau constructible (permis de construction existant) avec titre foncier. elle est composée de 24 pièces qui sont réparties comme suit: 10 double, 6 triple, 2 single, 2 suites (4 pièces double communicantes entre elles) une avec 4 lits et l'autre avec 5 lits. elle est située dans une zone très animée à proximité des restaurants, de grandes surfaces et surtout à 200 m² de la belle plage de boujâafar.",0.06,positif,aucun,0,0,positif,
3515,"vue panoramique sur tunis. deux accès de 2 rue différentes. l'agence immobilière good life vous propose à la location une spacieuse villa qui se compose de: au rez-de-chaussée: salon, séjour, salle à manger, cuisine et salle d'eau. a l'étage: suite parentale avec dressing et salle de bain (avec une baignoire et douche) et 3 chambres à coucher qui se partagent une salle de bain ( baignoire et douche). au rez-de-jardin: un séjour qui ouvre sur le jardin , une chambre, salle d'eau ,salle de douche , une pièce et débarras. deux garages sont à disposition. caméras de surveillance et système d'alarme sont installés. pour une visite ou plus de renseignements, merci de nous contacter par téléphone ou via whatsapp au 29924041.",0.246,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
2171,"agence immobilière immoliv met à la location un appartement s2 d'une superficie de 125m2 situé au 5 ème étage dans une résidence gardée et sécurisée à la soukra park. cet appartement contient un salon donnant sur un balcon, une cuisine bien équipée, un séchoir, une salle d'eau, deux chambres à coucher dont une avec dressing et une salle de bain commune. il est doté du chauffage central, de la climatisation en split et d'une place de parking au sous-sol. pour plus d'informations veuillez nous contacter au 25538653",0.055,positif,aucun,0,0,positif,
3762,"maison style arabi dans 308,5m2 a el haouaria cap bon notre agence ranime immo vous propose pour la vente une maison de style arbi (bonne état), avec grande terrasse en face de la mer . bien placée dans un cartier calme a el haouaria cap bon, bien sécurisée, avec des bons voisins, et proche de toutes les commodités. cette maison est composée par : grand salon, 3 chambres à coucher. salle d'eau. cuisine. grande cour (hall) grand garage. cette maison à une surface générale de 308,5m2 cette maison est équipée par compteur d'eau électricité. prix est de 280 000dt pour les sérieux. dossier foncier avec titre bleu. occasion à ne pas rater notre agence est à votre disposition pour toutes informations et conseils nécessaires afin de disposer du bien. tél : ( 216) 23452279 whatsapp : ( 216) 98368348 fcb : ranime immo",0.548,neutre_negatif,urgence_forte|pression_achat,0,0,neutre_negatif,
50,"Description CITE ENNOZHA - ARIANA : DES BUREAUX NEUFS H 2 À LOUERL'agence MON_RÉSEAU met à la location des bureaux neufs 2 au 1er et 2eme etage de haut standing avec ascenseur dans une résidence exclusivement bureautique récemment construite sur un artère principale proches de toutes commoditésIl se compose de :- Hall- deux pièces- salle d'eau- Une kitchenette- Climatisation chaud et froid- Gardiennage et syndicPrix de location : sur demande L'immeuble est sécurisé et bien situé à proximité des principales commodités.Pour plus d'informations, contactez notre conseillère en immobilier : Téléphone : 216 53 728 138 WhatsApp : 216 53 728 138 E-mail : monreseau.immo outlook.com",0.563,neutre_negatif,emojis_excessifs|emojis_alerte|absence_prix_bien_cher,5,1,neutre_negatif,
4086,ifc vous propose à la location un bureau d?une superficie de 190m² situé dans un immeuble bureautique sécurisé à montplaisir . cet espace se compose d?un accueil un open space un bureau deux blocs sanitaires et une cuisine. il est équipé d?un système de climatisation en split. le loyer est de 3000dt/mois (htva) retenue à la source incluse. les frais de syndic sont de 135dt/mois. pour une visite ou pour plus de renseignement n?hésitez pas à nous contacter au numéro suivant (216) notre agence spécialisée en immobilier professionnel a plus de 300 bureaux actuellement disponibles parmi lesquels certainement votre futur adresse. pour consulter toutes nos offres visitez notre site web 5 pieces.,0.057,positif,aucun,0,0,positif,
2218,"l'agence immo contact met en location a ennasr 2 pour 850 dt par mois un s plus 1 (75m) avec chauffage central , climatisation , salle de bain , balcon , séchoir , 2 mois de caution , disponible le 01 04 (wb3592) frais de visite 20dt , commission agence 1 mois",0.558,neutre_negatif,frais_visite,0,0,neutre_negatif,
3443,"à vendre 4,4 hectares sur une colline vue panoramique titre de propriété individuel sur la route goudronnée en face école primaire longue façade sonede et sondage disponibles prix 850md",0.2,neutre_positif,absence_prix_bien_cher,0,0,neutre_positif,
3848,référence ; v 2247 opportunité à saisir luxueux appartement meublé et pieds dans l'eau à plage hammem ghezez ezzahra de type s2 avec terrasse vue sur mer papiers en règles,0.386,neutre_positif,pression_achat,0,0,neutre_positif,
